Start Date,Overs,Mdns,Runs,Wkts
16-Feb-06,74.2,5,322,15
18-Feb-06,97.3,4,482,16
19-Feb-06,96.5,3,560,10
20-Feb-06,60,3,236,15
22-Feb-06,92,11,391,13
22-Feb-06,96,5,423,15
25-Feb-06,99,5,518,15
25-Feb-06,100,7,532,16
25-Feb-06,93.3,7,440,9
26-Feb-06,96.2,5,482,17
26-Feb-06,84.3,6,429,8
01-Mar-06,100,7,550,12
01-Mar-06,65.4,12,200,18
03-Mar-06,80.5,1,343,17
03-Mar-06,84.3,15,375,17
04-Mar-06,99.1,6,464,17
05-Mar-06,97.2,6,480,13
10-Mar-06,99.1,8,481,15
12-Mar-06,99.5,1,856,13
17-Mar-06,98.1,7,465,13
17-Mar-06,50,3,196,8
19-Mar-06,89,12,256,15
20-Mar-06,73.4,5,317,10
22-Mar-06,95,4,442,14
23-Mar-06,95.1,9,427,18
25-Mar-06,91.3,5,453,11
28-Mar-06,84.5,9,360,19
31-Mar-06,98.5,7,445,14
03-Apr-06,98.5,3,534,15
06-Apr-06,96,4,463,14
12-Apr-06,90.4,3,436,15
15-Apr-06,99.1,3,568,11
18-Apr-06,98.3,8,380,10
19-Apr-06,95.2,6,475,13
23-Apr-06,91,7,378,15
26-Apr-06,98,3,425,15
28-Apr-06,65.1,10,251,11
29-Apr-06,88.2,9,301,12
30-Apr-06,96.2,8,376,18
07-May-06,100,5,568,12
10-May-06,77,8,307,9
13-May-06,62.1,2,330,6
14-May-06,99,5,417,17
16-May-06,78.5,11,287,13
17-May-06,91.3,12,298,15
18-May-06,100,8,472,13
18-May-06,89.5,7,483,9
20-May-06,97.2,10,420,15
20-May-06,99.4,7,389,19
23-May-06,99.5,5,483,11
26-May-06,94,7,425,11
28-May-06,98,2,483,14
13-Jun-06,100,3,548,16
17-Jun-06,100,4,472,17
20-Jun-06,96.4,2,576,13
24-Jun-06,92.2,1,514,6
27-Jun-06,93.5,7,402,12
28-Jun-06,98.4,1,593,15
01-Jul-06,87.3,2,626,9
04-Jul-06,98.3,2,671,18
06-Jul-06,99,3,546,18
29-Jul-06,99.1,8,485,15
30-Jul-06,94.4,7,400,16
02-Aug-06,99,4,469,15
04-Aug-06,91.4,6,407,10
05-Aug-06,91.3,7,383,16
05-Aug-06,88.2,5,360,18
06-Aug-06,94.1,6,385,10
06-Aug-06,39.5,0,265,13
06-Aug-06,65.4,7,182,13
08-Aug-06,69,4,392,13
12-Aug-06,79.2,8,332,13
13-Aug-06,92.3,8,362,18
15-Aug-06,68.2,7,232,13
18-Aug-06,3.4,1,11,0
19-Aug-06,79.5,10,282,14
21-Aug-06,99.1,5,508,15
30-Aug-06,56.2,5,239,10
02-Sep-06,75.5,7,325,12
05-Sep-06,98.5,3,539,15
08-Sep-06,96.2,7,458,10
10-Sep-06,81,6,291,15
12-Sep-06,84.3,5,468,19
14-Sep-06,70,1,428,7
15-Sep-06,93.5,5,397,12
16-Sep-06,57.2,3,274,13
18-Sep-06,97.2,2,533,11
18-Sep-06,77.2,8,303,14
20-Sep-06,80.3,5,299,18
20-Sep-06,100,4,649,9
22-Sep-06,92,5,395,17
24-Sep-06,84.2,8,337,15
07-Oct-06,100,3,555,14
08-Oct-06,44.3,7,168,9
10-Oct-06,92.3,7,422,15
11-Oct-06,83.1,5,321,10
13-Oct-06,94.4,11,349,14
14-Oct-06,44,4,158,11
15-Oct-06,66.3,7,242,15
16-Oct-06,79.5,5,290,19
17-Oct-06,97.3,1,500,14
18-Oct-06,100,2,449,14
20-Oct-06,85.2,3,322,13
21-Oct-06,81.5,7,327,14
24-Oct-06,89.1,5,349,18
25-Oct-06,96.3,6,484,16
26-Oct-06,99.4,7,442,12
27-Oct-06,75,9,282,18
28-Oct-06,98.3,4,536,9
29-Oct-06,95.4,5,488,12
01-Nov-06,96,6,433,18
02-Nov-06,94,3,506,10
05-Nov-06,58.5,5,245,11
11-Nov-06,95,12,357,16
12-Nov-06,79.5,7,363,11
14-Nov-06,100,4,497,14
22-Nov-06,79.1,9,338,17
26-Nov-06,100,4,518,14
26-Nov-06,91.3,9,440,15
27-Nov-06,97.5,7,455,13
28-Nov-06,83.5,9,342,11
29-Nov-06,88.1,6,397,15
30-Nov-06,95.3,6,365,10
30-Nov-06,89.4,9,341,16
01-Dec-06,91.4,7,414,14
02-Dec-06,43.4,6,177,13
03-Dec-06,92.4,3,426,10
03-Dec-06,81.2,8,392,10
05-Dec-06,98.2,5,406,20
07-Dec-06,98.1,12,299,15
08-Dec-06,79.4,9,290,12
09-Dec-06,99,7,385,12
10-Dec-06,80.1,8,382,10
13-Dec-06,84.4,3,409,11
15-Dec-06,74.2,8,300,13
16-Dec-06,96.5,5,463,10
17-Dec-06,91.3,13,399,16
28-Dec-06,90,0,564,10
31-Dec-06,100,2,444,13
02-Jan-07,59.5,11,214,14
06-Jan-07,76.3,13,322,16
12-Jan-07,95.2,5,483,10
14-Jan-07,88.3,4,463,17
16-Jan-07,99.5,4,401,14
17-Jan-07,86.2,7,455,15
18-Jan-07,99.5,0,566,12
19-Jan-07,80.4,9,303,15
21-Jan-07,96.2,10,422,18
21-Jan-07,100,4,641,9
21-Jan-07,100,2,490,14
23-Jan-07,87.5,11,320,19
23-Jan-07,91.5,6,398,18
24-Jan-07,85.1,7,329,16
24-Jan-07,96.4,11,346,17
26-Jan-07,59,5,219,10
27-Jan-07,91.4,2,519,17
28-Jan-07,100,3,669,9
29-Jan-07,57.4,11,266,9
30-Jan-07,100,4,563,14
30-Jan-07,79,3,391,12
30-Jan-07,100,3,549,13
31-Jan-07,91.4,3,505,11
31-Jan-07,98.4,5,535,14
31-Jan-07,100,3,516,12
31-Jan-07,78.3,7,252,12
02-Feb-07,88.5,3,479,14
02-Feb-07,36.5,1,262,16
02-Feb-07,99,6,555,11
02-Feb-07,73.5,1,400,17
04-Feb-07,98.2,2,567,11
04-Feb-07,89.4,3,378,12
04-Feb-07,99.4,6,611,10
04-Feb-07,96,3,424,15
04-Feb-07,97.5,2,470,16
04-Feb-07,96.4,3,614,16
05-Feb-07,99,4,520,14
05-Feb-07,64.5,4,333,19
05-Feb-07,92,1,498,13
06-Feb-07,100,7,518,14
06-Feb-07,81.2,6,300,11
07-Feb-07,84.5,8,307,9
07-Feb-07,90,3,552,13
08-Feb-07,18.2,1,100,3
09-Feb-07,98,2,498,13
09-Feb-07,99.4,3,433,12
09-Feb-07,49.5,0,243,8
10-Feb-07,97.2,4,488,14
11-Feb-07,77,2,387,13
11-Feb-07,100,2,489,16
11-Feb-07,59.4,8,219,9
14-Feb-07,96.3,5,455,12
14-Feb-07,69.1,7,302,11
16-Feb-07,76.3,5,291,10
17-Feb-07,88,6,517,9
18-Feb-07,98.4,7,658,9
20-Feb-07,99.3,0,690,13
25-Feb-07,87.3,7,408,9
26-Feb-07,94,12,406,15
28-Feb-07,100,6,528,10
13-Mar-07,97.2,12,424,18
14-Mar-07,90.1,4,453,13
14-Mar-07,93.2,6,389,10
15-Mar-07,74.4,7,390,16
15-Mar-07,100,15,439,15
16-Mar-07,91,2,404,11
16-Mar-07,80,7,479,9
17-Mar-07,98,12,377,15
17-Mar-07,87.2,9,260,17
18-Mar-07,76.5,4,471,14
18-Mar-07,100,3,499,12
19-Mar-07,93.1,4,550,15
19-Mar-07,97.5,7,388,8
20-Mar-07,99.2,4,509,13
20-Mar-07,73.2,4,367,9
21-Mar-07,87,5,417,12
21-Mar-07,69,4,445,18
22-Mar-07,99.2,3,597,13
22-Mar-07,58,8,267,12
23-Mar-07,93.3,4,427,15
23-Mar-07,86.1,5,358,10
24-Mar-07,98,1,662,14
24-Mar-07,76,0,345,10
25-Mar-07,38.3,1,181,12
27-Mar-07,95.3,4,530,15
28-Mar-07,97.5,2,409,17
29-Mar-07,84,8,349,12
30-Mar-07,98.1,7,479,15
31-Mar-07,35.5,0,210,6
01-Apr-07,94.3,6,485,14
02-Apr-07,77.5,7,337,10
03-Apr-07,66.3,5,313,11
04-Apr-07,100,5,457,15
07-Apr-07,98.4,6,426,15
08-Apr-07,97.1,4,481,12
09-Apr-07,87.4,6,390,17
10-Apr-07,100,1,638,12
11-Apr-07,82.1,12,275,15
12-Apr-07,95.1,7,426,11
13-Apr-07,42.2,6,179,10
14-Apr-07,98.2,6,383,12
15-Apr-07,91.2,4,396,12
16-Apr-07,92.2,5,453,13
17-Apr-07,67.2,8,299,11
18-Apr-07,37.4,7,153,11
19-Apr-07,93.5,8,357,14
20-Apr-07,75.5,1,480,16
21-Apr-07,99.4,3,583,13
24-Apr-07,91.4,5,487,15
25-Apr-07,75.2,8,293,13
28-Apr-07,74,2,491,10
10-May-07,93,4,496,11
12-May-07,98,2,508,16
18-May-07,92,6,469,8
20-May-07,89.5,3,515,18
22-May-07,92.5,4,467,14
06-Jun-07,97.5,3,589,18
09-Jun-07,99.5,3,631,16
10-Jun-07,100,5,634,15
23-Jun-07,84.5,7,345,11
24-Jun-07,61.5,1,293,14
26-Jun-07,99.3,7,477,13
29-Jun-07,99.1,7,446,9
01-Jul-07,89.4,5,345,16
01-Jul-07,61.2,5,293,10
03-Jul-07,93,8,446,15
04-Jul-07,96,5,480,14
07-Jul-07,94.2,3,467,15
10-Jul-07,45.5,5,161,10
11-Jul-07,100,7,399,11
12-Jul-07,59.5,3,303,13
13-Jul-07,22.2,5,65,5
14-Jul-07,17.2,0,83,4
15-Jul-07,99.3,8,410,14
20-Jul-07,90.3,8,391,15
23-Jul-07,78,7,269,14
25-Jul-07,77,6,340,19
16-Aug-07,85.5,3,409,11
18-Aug-07,88,5,452,18
20-Aug-07,63.1,8,218,12
21-Aug-07,100,6,458,9
22-Aug-07,96.5,8,406,9
24-Aug-07,100,2,634,15
25-Aug-07,89.1,4,493,9
26-Aug-07,100,5,607,14
27-Aug-07,98.1,5,504,17
30-Aug-07,97.4,7,416,16
02-Sep-07,89,3,558,13
05-Sep-07,99.4,2,616,9
08-Sep-07,83.5,7,359,11
29-Sep-07,52.4,2,307,7
01-Oct-07,84.5,2,411,16
02-Oct-07,97.3,3,512,15
04-Oct-07,94.3,11,385,15
05-Oct-07,97.4,4,524,17
07-Oct-07,88,7,307,17
08-Oct-07,100,2,561,9
10-Oct-07,96.5,7,416,14
11-Oct-07,65.3,2,286,10
13-Oct-07,77.2,5,306,19
14-Oct-07,100,2,601,13
17-Oct-07,87.3,9,365,18
18-Oct-07,96.3,4,525,12
18-Oct-07,97.1,7,459,15
20-Oct-07,99.3,3,497,17
20-Oct-07,90.2,8,376,14
23-Oct-07,97.3,6,386,13
25-Oct-07,69.4,2,343,11
26-Oct-07,87.4,0,442,11
27-Oct-07,94.1,9,358,14
28-Oct-07,83,9,328,19
29-Oct-07,96.3,1,446,19
05-Nov-07,97,7,465,9
08-Nov-07,99.5,3,627,14
11-Nov-07,97.2,6,532,14
15-Nov-07,96.3,3,501,9
18-Nov-07,99.5,3,567,16
25-Nov-07,100,9,488,14
30-Nov-07,100,4,508,14
30-Nov-07,88.4,4,416,10
02-Dec-07,94.3,4,447,17
02-Dec-07,95.2,5,468,11
04-Dec-07,65.4,7,271,14
07-Dec-07,97,3,459,12
14-Dec-07,92.3,6,503,10
16-Dec-07,6,0,30,3
20-Dec-07,84,3,443,14
26-Dec-07,89.1,4,400,13
28-Dec-07,93,4,510,10
31-Dec-07,43.5,9,183,10
20-Jan-08,69.5,2,325,11
21-Jan-08,100,2,585,11
24-Jan-08,96.2,5,472,11
25-Jan-08,98.2,9,413,16
27-Jan-08,100,6,500,14
27-Jan-08,98.4,5,500,9
30-Jan-08,96.5,2,484,10
01-Feb-08,97.5,6,515,12
02-Feb-08,76.4,6,364,11
03-Feb-08,52.2,4,234,11
03-Feb-08,78.5,2,495,8
05-Feb-08,50,3,264,4
08-Feb-08,81.3,6,373,14
09-Feb-08,79.4,6,253,11
10-Feb-08,89,5,313,15
12-Feb-08,48,1,342,5
12-Feb-08,53.2,2,311,7
15-Feb-08,94,5,459,12
15-Feb-08,95.1,7,400,19
17-Feb-08,91.2,10,352,17
19-Feb-08,99.1,3,459,10
20-Feb-08,100,3,673,11
22-Feb-08,79.3,9,258,10
23-Feb-08,87,6,446,12
24-Feb-08,99.1,1,600,14
26-Feb-08,79.3,4,354,13
29-Feb-08,98.1,12,425,19
02-Mar-08,95.5,1,474,10
04-Mar-08,99.4,3,500,18
09-Mar-08,85.1,5,351,11
12-Mar-08,96.3,5,345,11
14-Mar-08,77.1,11,286,12
18-Mar-08,89.5,7,362,8
20-Mar-08,88.3,3,404,16
22-Mar-08,95.3,3,494,13
08-Apr-08,79.5,5,447,14
10-Apr-08,100,8,454,14
11-Apr-08,71.4,4,375,10
12-Apr-08,51,2,226,8
13-Apr-08,100,2,583,12
15-Apr-08,68.2,3,332,9
16-Apr-08,93.4,5,415,12
19-Apr-08,90.5,1,493,19
08-Jun-08,79.3,5,395,17
10-Jun-08,85.4,1,508,18
12-Jun-08,85,3,443,11
14-Jun-08,98.2,2,592,13
15-Jun-08,92.5,6,485,13
18-Jun-08,43,1,282,10
21-Jun-08,96.2,13,328,20
24-Jun-08,95.4,4,500,15
24-Jun-08,87.2,5,416,16
24-Jun-08,89.5,3,454,17
25-Jun-08,99.4,6,480,14
25-Jun-08,100,3,569,16
25-Jun-08,86.5,3,483,11
26-Jun-08,92.1,2,591,7
26-Jun-08,86.3,7,428,17
27-Jun-08,91,11,348,13
28-Jun-08,97.5,5,457,15
28-Jun-08,93.2,1,551,9
28-Jun-08,71.3,0,301,13
29-Jun-08,100,4,529,16
29-Jun-08,88.3,3,442,11
29-Jun-08,95.3,10,368,16
30-Jun-08,88.3,4,497,16
01-Jul-08,78.4,4,503,11
01-Jul-08,100,5,464,16
02-Jul-08,97.3,8,412,13
02-Jul-08,95.3,3,611,8
03-Jul-08,48,6,191,12
03-Jul-08,96.5,1,595,9
04-Jul-08,58,8,222,9
04-Jul-08,100,3,550,14
06-Jul-08,89.2,4,436,19
06-Jul-08,89.5,2,508,18
28-Jul-08,76.1,9,281,11
29-Jul-08,61.4,7,226,13
31-Jul-08,58.5,3,271,12
08-Aug-08,76.1,6,334,11
12-Aug-08,43.1,6,159,8
18-Aug-08,80.5,8,282,12
18-Aug-08,46.3,3,151,8
18-Aug-08,100,6,472,13
20-Aug-08,78.1,10,272,17
20-Aug-08,81.5,7,304,12
21-Aug-08,47,1,222,7
22-Aug-08,99.4,3,509,12
22-Aug-08,97.2,5,547,13
24-Aug-08,99,8,431,17
24-Aug-08,89,14,241,18
24-Aug-08,74.2,12,352,10
25-Aug-08,8,3,18,2
26-Aug-08,37.1,5,161,10
27-Aug-08,96.1,6,458,17
29-Aug-08,76.3,11,321,16
29-Aug-08,92.4,6,454,16
30-Aug-08,77.4,5,320,17
31-Aug-08,49.5,1,307,8
03-Sep-08,58.5,3,220,12
03-Sep-08,3,1,6,1
06-Sep-08,79.5,4,318,11
09-Oct-08,95.3,4,392,12
11-Oct-08,92.4,10,332,15
14-Oct-08,100,8,415,15
17-Oct-08,96.1,7,438,17
18-Oct-08,91,3,468,15
19-Oct-08,88.1,10,458,18
31-Oct-08,99.1,4,503,16
02-Nov-08,85.3,6,435,10
07-Nov-08,94.2,2,490,16
09-Nov-08,99.2,3,583,13
12-Nov-08,99.5,1,577,14
14-Nov-08,87.4,2,604,13
14-Nov-08,97.5,5,431,16
16-Nov-08,96.3,2,507,16
17-Nov-08,97,3,516,16
20-Nov-08,88.4,4,430,15
20-Nov-08,64.2,5,246,12
22-Nov-08,48.4,10,132,11
23-Nov-08,44,2,337,11
24-Nov-08,56,1,331,14
26-Nov-08,93.4,4,524,8
28-Nov-08,94,13,293,18
30-Nov-08,92.5,10,273,18
31-Dec-08,35.4,1,129,5
03-Jan-09,55.5,2,307,13
07-Jan-09,62.1,7,246,13
10-Jan-09,60.3,2,325,4
10-Jan-09,96.2,9,365,15
12-Jan-09,78.2,9,274,16
13-Jan-09,85,3,495,13
14-Jan-09,54.2,3,290,12
16-Jan-09,97.5,15,297,16
16-Jan-09,99.3,5,528,13
18-Jan-09,100,4,480,12
19-Jan-09,97.3,21,243,18
20-Jan-09,91.1,4,432,11
21-Jan-09,94.5,9,313,11
21-Jan-09,84.5,4,446,17
23-Jan-09,69.3,8,234,12
23-Jan-09,95.5,3,525,13
24-Jan-09,72.5,7,378,14
26-Jan-09,86.1,2,438,12
27-Jan-09,96.2,6,496,16
28-Jan-09,98.1,4,485,8
29-Jan-09,95.1,2,547,14
30-Jan-09,99,2,522,15
31-Jan-09,97.5,14,463,16
31-Jan-09,99.2,3,488,14
01-Feb-09,98.4,8,351,16
01-Feb-09,99,8,490,17
03-Feb-09,91.4,2,576,12
04-Feb-09,83.5,5,394,12
05-Feb-09,98,0,585,15
06-Feb-09,98.5,4,441,8
08-Feb-09,97.3,5,554,18
08-Feb-09,98.5,0,559,16
10-Feb-09,98.2,3,488,11
13-Feb-09,36,0,290,9
03-Mar-09,66,4,423,11
06-Mar-09,28.4,0,185,4
08-Mar-09,95.1,1,719,12
11-Mar-09,70.3,0,453,5
14-Mar-09,59.5,2,291,10
20-Mar-09,96.2,2,501,13
22-Mar-09,98.2,2,487,16
27-Mar-09,56.1,10,221,12
29-Mar-09,68.3,2,372,9
01-Apr-09,87.4,6,452,9
01-Apr-09,96.2,2,482,11
03-Apr-09,83.1,3,425,15
03-Apr-09,57,0,311,14
05-Apr-09,66.4,6,255,13
06-Apr-09,95,4,504,8
06-Apr-09,89,7,431,10
08-Apr-09,100,4,529,16
08-Apr-09,80.5,12,348,16
09-Apr-09,100,3,530,11
13-Apr-09,95.5,1,562,16
17-Apr-09,95.5,2,552,15
19-Apr-09,90,5,487,16
19-Apr-09,90.3,11,361,9
19-Apr-09,75.2,4,351,13
22-Apr-09,83,8,333,15
24-Apr-09,91.3,4,409,12
27-Apr-09,97.1,13,356,15
01-May-09,93,5,384,12
03-May-09,97,3,495,6
24-May-09,74.3,5,303,12
26-May-09,99.4,1,585,14
26-Jun-09,98.1,3,641,14
28-Jun-09,82.3,4,371,12
03-Jul-09,48.5,1,334,9
05-Jul-09,7.3,1,26,1
07-Jul-09,98.4,2,558,7
08-Jul-09,97.2,4,492,11
09-Jul-09,98.5,6,425,15
11-Jul-09,89,5,412,17
11-Jul-09,66.1,8,275,10
12-Jul-09,96,3,489,12
26-Jul-09,93.4,1,426,17
28-Jul-09,99,3,537,11
30-Jul-09,94.4,2,418,17
31-Jul-09,96.3,7,493,15
01-Aug-09,90.4,8,323,11
03-Aug-09,96.3,2,571,11
07-Aug-09,86.1,0,491,15
09-Aug-09,82.2,4,411,11
09-Aug-09,84.2,3,423,17
11-Aug-09,96.1,1,578,13
14-Aug-09,94.2,1,569,15
16-Aug-09,97.5,2,620,13
18-Aug-09,94.3,6,410,14
19-Aug-09,49.3,6,226,11
22-Aug-09,90.3,8,308,15
22-Aug-09,17.1,3,57,3
27-Aug-09,70,3,303,17
28-Aug-09,89.3,5,491,20
30-Aug-09,96.5,11,344,17
01-Sep-09,96.4,4,448,11
04-Sep-09,100,2,510,10
06-Sep-09,96.1,3,444,17
08-Sep-09,86.1,7,325,16
09-Sep-09,98.3,6,454,13
11-Sep-09,87,9,304,14
12-Sep-09,87.2,2,469,15
12-Sep-09,90.1,2,437,13
14-Sep-09,96.4,0,588,15
15-Sep-09,98.2,2,599,14
17-Sep-09,91,1,470,15
20-Sep-09,85.5,8,346,14
22-Sep-09,87.4,3,520,14
23-Sep-09,65,6,265,15
24-Sep-09,89,5,420,15
25-Sep-09,92.3,5,414,13
26-Sep-09,96.5,4,474,15
26-Sep-09,94.5,3,545,17
27-Sep-09,96.4,2,585,16
27-Sep-09,100,2,611,15
28-Sep-09,42.3,1,232,3
29-Sep-09,70.2,6,278,16
30-Sep-09,100,5,410,14
30-Sep-09,68.1,8,255,12
02-Oct-09,89.3,2,513,9
03-Oct-09,97.5,5,453,14
05-Oct-09,95.2,7,400,11
12-Oct-09,99.5,3,528,13
13-Oct-09,94.5,5,439,17
15-Oct-09,99.5,6,508,14
17-Oct-09,98,3,534,12
18-Oct-09,89.3,4,500,11
25-Oct-09,100,1,568,15
27-Oct-09,81.3,4,369,14
28-Oct-09,98.3,1,597,14
29-Oct-09,76.5,3,428,13
31-Oct-09,81.5,5,386,16
31-Oct-09,98.2,4,444,8
02-Nov-09,96,6,469,14
03-Nov-09,36.4,7,91,14
03-Nov-09,89.2,10,420,16
05-Nov-09,99,7,436,15
05-Nov-09,99.4,0,685,12
06-Nov-09,97.2,2,525,16
08-Nov-09,89.5,12,332,14
08-Nov-09,100,1,536,11
09-Nov-09,95.4,7,401,17
10-Nov-09,84.3,8,443,15
22-Nov-09,96,0,498,12
27-Nov-09,91.3,2,586,16
29-Nov-09,68.1,8,239,13
15-Dec-09,100,0,809,12
18-Dec-09,99.1,1,590,11
21-Dec-09,86.5,3,474,13
24-Dec-09,98.1,2,624,8
27-Dec-09,23.3,2,82,4
04-Jan-10,94.5,2,505,9
05-Jan-10,98,4,555,13
07-Jan-10,97.3,0,583,8
08-Jan-10,92.5,4,499,8
10-Jan-10,78.5,6,420,11
11-Jan-10,93,6,488,9
13-Jan-10,96.5,2,489,15
22-Jan-10,98.1,2,531,13
24-Jan-10,87.3,3,389,15
26-Jan-10,97.4,2,519,16
29-Jan-10,87.5,7,412,16
31-Jan-10,98.5,7,417,17
05-Feb-10,93.5,4,519,17
07-Feb-10,84.2,5,375,18
08-Feb-10,77.3,7,362,11
09-Feb-10,66.1,4,337,11
11-Feb-10,94.5,4,472,15
12-Feb-10,50.5,2,222,10
14-Feb-10,100,3,579,14
16-Feb-10,84.5,3,435,11
16-Feb-10,100,5,563,12
18-Feb-10,80.4,9,305,19
18-Feb-10,82.3,7,348,15
19-Feb-10,86.5,4,519,14
21-Feb-10,100,4,583,14
24-Feb-10,92.5,1,641,13
27-Feb-10,94.3,1,633,12
28-Feb-10,91.4,5,448,12
02-Mar-10,98.5,2,507,14
03-Mar-10,99.2,3,545,15
04-Mar-10,100,7,491,11
05-Mar-10,100,2,517,13
06-Mar-10,93.2,3,524,16
06-Mar-10,97.4,5,404,14
09-Mar-10,93.4,3,489,12
10-Mar-10,81.5,4,341,17
11-Mar-10,75.2,3,425,14
12-Mar-10,82.5,12,267,15
13-Mar-10,96.1,6,427,18
14-Mar-10,77.4,9,310,14
13-Apr-10,89.2,9,414,13
15-Apr-10,94,5,427,13
22-May-10,92.1,3,491,17
24-May-10,98.1,4,571,12
28-May-10,98.2,1,562,7
28-May-10,85.2,2,372,18
30-May-10,93.2,3,480,10
30-May-10,100,2,592,9
01-Jun-10,40.1,1,223,9
03-Jun-10,88.2,1,379,10
03-Jun-10,99.4,3,502,13
05-Jun-10,98.2,3,529,12
07-Jun-10,95.4,3,466,10
09-Jun-10,83.4,3,398,8
15-Jun-10,97,4,458,17
15-Jun-10,99.3,1,460,10
16-Jun-10,65.3,1,323,14
17-Jun-10,92,4,414,19
18-Jun-10,90.2,2,487,14
19-Jun-10,99.2,1,517,14
19-Jun-10,83.3,2,414,13
21-Jun-10,100,2,621,10
22-Jun-10,80,6,404,11
22-Jun-10,96,8,525,13
24-Jun-10,94.4,4,439,14
24-Jun-10,95.2,3,480,12
27-Jun-10,95.1,7,422,19
30-Jun-10,92.4,5,493,14
01-Jul-10,98.4,1,486,9
01-Jul-10,85.2,5,321,12
01-Jul-10,99.5,6,459,13
03-Jul-10,97.1,8,428,18
03-Jul-10,76,10,348,13
03-Jul-10,79.2,5,324,17
03-Jul-10,96.3,3,499,16
05-Jul-10,100,6,452,15
05-Jul-10,81.4,19,221,12
05-Jul-10,91.5,6,329,12
07-Jul-10,89.1,9,307,14
07-Jul-10,98.4,13,321,17
07-Jul-10,92.3,4,377,11
08-Jul-10,95.1,2,484,11
09-Jul-10,91,13,278,17
09-Jul-10,81.1,12,297,12
09-Jul-10,87.1,9,310,19
10-Jul-10,99.2,9,375,15
10-Jul-10,93.4,6,458,12
10-Jul-10,96,6,423,10
10-Jul-10,99.3,3,456,15
12-Jul-10,95,5,542,16
15-Jul-10,95,4,455,12
16-Jul-10,83.4,4,370,13
20-Jul-10,58.5,0,392,11
10-Aug-10,78.2,8,363,18
13-Aug-10,89,4,373,17
16-Aug-10,80.4,6,326,14
16-Aug-10,81,3,441,9
16-Aug-10,95.1,3,464,15
17-Aug-10,74.1,10,229,14
18-Aug-10,67.5,13,242,9
19-Aug-10,43.4,1,200,3
22-Aug-10,48.5,8,198,12
25-Aug-10,76.4,9,330,20
28-Aug-10,96.5,4,507,16
06-Sep-10,68,2,332,13
07-Sep-10,96.3,1,536,17
10-Sep-10,82,1,519,14
12-Sep-10,99.3,1,574,13
17-Sep-10,95.2,3,447,19
20-Sep-10,96.1,1,468,17
22-Sep-10,87,4,383,14
26-Sep-10,97.3,10,402,16
28-Sep-10,98.5,3,471,13
30-Sep-10,97.2,5,457,18
05-Oct-10,86.3,3,413,17
07-Oct-10,74.1,9,266,19
09-Oct-10,68,5,277,12
11-Oct-10,82.5,3,349,13
11-Oct-10,84.3,9,377,11
14-Oct-10,97.4,0,467,18
15-Oct-10,100,1,618,10
17-Oct-10,93.5,7,330,19
17-Oct-10,87.2,1,531,12
20-Oct-10,98.5,4,562,8
22-Oct-10,79,0,518,16
29-Oct-10,88.3,5,399,11
31-Oct-10,99.5,3,566,13
02-Nov-10,100,5,440,15
03-Nov-10,94.2,2,474,14
05-Nov-10,78.5,3,412,12
05-Nov-10,99.5,0,540,12
07-Nov-10,53.4,2,223,12
08-Nov-10,94.5,0,573,14
28-Nov-10,94.2,2,509,19
01-Dec-10,98,5,403,15
01-Dec-10,93,3,512,9
03-Dec-10,86,4,380,14
04-Dec-10,89.3,4,437,7
06-Dec-10,98.1,5,410,17
07-Dec-10,98.5,3,621,12
10-Dec-10,48.1,3,208,12
12-Dec-10,93,6,366,9
12-Jan-11,85.4,1,430,18
15-Jan-11,90.2,4,370,18
16-Jan-11,98.5,0,582,13
18-Jan-11,97.4,4,438,16
21-Jan-11,93.2,3,401,18
21-Jan-11,82.5,4,403,10
22-Jan-11,54.5,1,247,11
23-Jan-11,94,0,419,14
23-Jan-11,86.2,2,476,17
26-Jan-11,4.2,0,31,0
26-Jan-11,100,1,561,15
29-Jan-11,100,1,535,15
30-Jan-11,95,6,440,19
31-Jan-11,50,2,243,4
01-Feb-11,99,4,511,13
02-Feb-11,99.2,1,662,11
03-Feb-11,96.5,3,478,15
03-Feb-11,92.3,4,390,10
05-Feb-11,94.1,2,559,14
06-Feb-11,94,3,487,17
06-Feb-11,99,6,516,17
19-Feb-11,100,0,640,11
20-Feb-11,31.5,2,131,10
20-Feb-11,86.5,5,443,15
21-Feb-11,96.2,7,413,15
22-Feb-11,98.4,2,579,10
23-Feb-11,83.1,10,419,15
24-Feb-11,90.2,2,431,12
25-Feb-11,79.1,8,401,13
25-Feb-11,94.2,5,372,18
26-Feb-11,100,3,528,15
27-Feb-11,99.5,2,665,16
28-Feb-11,92.1,6,419,19
28-Feb-11,81.3,3,437,18
01-Mar-11,62.2,3,281,10
02-Mar-11,99.1,1,632,13
03-Mar-11,84.5,1,464,13
03-Mar-11,85.5,6,311,19
04-Mar-11,79.5,6,323,8
04-Mar-11,31.1,3,115,11
05-Mar-11,32.5,0,145,2
06-Mar-11,93.2,8,326,19
06-Mar-11,93.5,5,409,13
07-Mar-11,95.3,8,392,14
08-Mar-11,91.4,4,478,17
09-Mar-11,83.1,5,371,13
10-Mar-11,89,2,506,16
11-Mar-11,99,7,493,18
11-Mar-11,98.4,4,440,15
12-Mar-11,98.2,0,587,16
13-Mar-11,100,4,607,14
13-Mar-11,100,3,573,9
14-Mar-11,87.4,12,312,10
14-Mar-11,73.5,6,313,10
15-Mar-11,83.2,2,408,15
16-Mar-11,80.3,2,418,13
